name,name_en,railway,ele,operator_t,layer,addr_full,addr_city,source,name_hi,name_ta,osm_id,osm_type,geometry
Matunga,,station,,,,,,,माटुंगा,,4264457295,nodes,POINT (72.8501467 19.0274356)
Dadar East,,station,,,,,,,,,3806743192,nodes,POINT (72.8522274 19.0162531)
Sainagar Shirdi,,station,,,,,,,,,794375040,nodes,POINT (74.4806623 19.7805998)
Sanvatsar,,station,,,,,,,,,6171459521,nodes,POINT (74.5605457 19.8837511)
Nilaje,,station,,,,,,,निलजे,,6568083089,nodes,POINT (73.0803599 19.1544274)
Diva Junction,,station,,,,,,,दिवा जंक्शन,,630743879,nodes,POINT (73.0414169 19.1887564)
Dombivli,,station,,,,,,,,,4548420708,nodes,POINT (73.0861355 19.2180493)
Kanjurmarg,,station,,,,,,,कांजुरमार्ग,,619992025,nodes,POINT (72.9283701 19.1296868)
Thane,,station,,,,,,,ठाणे,,246582717,nodes,POINT (72.9757664 19.186483)
Andheri,,station,,,,,,,,,6020955334,nodes,POINT (72.8487861 19.1204624)
Peppeganj,,station,,,,,,,,,8999686402,nodes,POINT (83.294438 26.930569)
Maniram,,station,,,,,,,,,8999686416,nodes,POINT (83.3408167 26.8403144)
Muhammadabad,,station,,,,,,,,,1020073225,nodes,POINT (83.3758514 26.0263318)
Eksar,,station,,,,,,,,,5219623047,nodes,POINT (72.8434456 19.2403773)
Bisra,,station,,,,,,,,,6240186128,nodes,POINT (84.9978404 22.2478236)
Subedarganj,,station,,,,,,,,,2087246860,nodes,POINT (81.7902306 25.440043)
Pen,,station,,,,,,,,,6166805034,nodes,POINT (73.0868161 18.735385)
Jite,,station,,,,,,,,,6164590560,nodes,POINT (73.0868155 18.8200931)
Hamarapur,,station,,,,,,,,,6166805005,nodes,POINT (73.0792002 18.7839356)
Borivali West,,station,,,,,,,,,5219622344,nodes,POINT (72.8408607 19.2313925)
Ovaripada,,station,,,,,,,,,9629564105,nodes,POINT (72.8641377 19.2431487)
Dahisar (East) [Line 7],,station,,,,,,,,,9627118208,nodes,POINT (72.8666664 19.2506981)
Kalamboli,,station,,,,,,,,,5936230491,nodes,POINT (73.1149672 19.0344708)
Vangani,,station,,,,,,,वांगनी,,5764392819,nodes,POINT (73.3008946 19.0943323)
Water Pipe,,station,,,,,,,वॉटर पाईप,,2095985538,nodes,POINT (73.2897487 19.0089325)
Neral,,station,,,,,,,नेरल जंक्शन,,658495933,nodes,POINT (73.3184369 19.0274308)
Parsa Bazar,,station,,,,,,,,,312818321,nodes,POINT (85.1190424 25.5496823)
Tehta,,station,,,,,,,,,10249837917,nodes,POINT (84.9849672 25.1125345)
Tankuppa,,station,,,,,,,,,2459793995,nodes,POINT (85.1198543 24.7034654)
Shaheed Ishwar Chowdhary Halt,,station,,,,,Manpur,,,,7700263449,nodes,POINT (85.0286704 24.8075225)
Paraiya,,station,,,,,Paraiya,,,,806416107,nodes,POINT (84.8510829 24.8093439)
Baghoi Kusa,,station,,,,,,,,,834463115,nodes,POINT (84.4603365 24.8403271)
Dev Road Halt,,station,,,,,,,,,7700441125,nodes,POINT (84.5648923 24.8223405)
Phesar,,station,,,,,,,,,7700441089,nodes,POINT (84.4180575 24.84529)
Ramgovindsingh Mahuli Halt,,station,,,,,,,,,4146808814,nodes,POINT (85.1073412 25.5190251)
Karona,,station,,,,,,,,,10249837918,nodes,POINT (85.0057744 25.2627664)
Bansinala Halt,,station,,,,,Bansinala,,,,2459768200,nodes,POINT (85.1615285 24.6654638)
Bandhua,,station,,,,,Bandhua,,,,806413365,nodes,POINT (85.0660644 24.7526564)
Guraru,,station,,,,,,,,,7700267735,nodes,POINT (84.7915041 24.8110078)
Sanjhauli Halt,,station,,,,,,,,,1116594431,nodes,POINT (84.190648 25.1430353)
Pahleja,,station,,,,,,,,,5042680962,nodes,POINT (84.1461465 24.933271)
Dehri on Sone,,station,,,,,Dehri on Sone,,,,7699566001,nodes,POINT (84.1862208 24.9142734)
Mahuariya,,station,,,,,,,,,1260934191,nodes,POINT (83.3101933 24.2270038)
Patranga,,station,,,,,,,,,1069666415,nodes,POINT (81.626136 26.8251313)
Yavat,,station,,,,,,,,,2552632327,nodes,POINT (74.2566509 18.4890124)
Valha,,station,,,,,,,,,6162853057,nodes,POINT (74.1604193 18.183283)
Jejuri,,station,,,,,,,,,2429803156,nodes,POINT (74.1716695 18.2871679)
Uplai,,station,,,,,,,,,6593092637,nodes,POINT (75.634995 18.1796168)
Kedgaon,,station,,,,,,,,,2552632312,nodes,POINT (74.3767149 18.4820871)
Khutbav,,station,,,,,,,,,2552632321,nodes,POINT (74.3156554 18.4860042)
Loni,,station,,,,,,,,,2539975321,nodes,POINT (74.0208082 18.4908467)
Washimbe,,station,,,,,,,,,6161155955,nodes,POINT (75.0162578 18.2803212)
Rajevadi,,station,,,,,,,,,2429803227,nodes,POINT (74.155524 18.3843334)
Daund Junction,,station,,,,,,,,,6161155828,nodes,POINT (74.5793013 18.4639145)
Kalamb Road,,station,,,,,,,,,6593131314,nodes,POINT (76.049273 18.3720019)
Kuslamb,,station,,,,,,,,,6593108997,nodes,POINT (75.781742 18.2790647)
Barsi Town,,station,,,,,,,,,6593068304,nodes,POINT (75.7181307 18.24099)
Shendri,,station,,,,,,,,,6593086279,nodes,POINT (75.5902361 18.1494063)
Pangri,,station,,,,,,,,,6593068309,nodes,POINT (75.8671221 18.2840056)
Kem,,station,,,,,,,,,2515169718,nodes,POINT (75.2743674 18.1768096)
Dhavlas,,station,,,,,,,,,6161155891,nodes,POINT (75.3343677 18.1295488)
Maladgaon,,station,,,,,,,,,1423283672,nodes,POINT (74.5925184 18.373481)
Taradgaon,,station,,,,,,,,,6162865373,nodes,POINT (74.2540182 18.0364462)
Marpalli,,station,,,,,,,,,2962319237,nodes,POINT (77.7718826 17.5456891)
Pagidipalli,,station,,,,,,,,,1974699691,nodes,POINT (78.8205898 17.4845753)
Bommaipalli,,station,,,,,,,बोम्माईपल्ली,,6629399256,nodes,POINT (78.8680678 17.4839616)
Chandanagar,,station,,,,,,,,,1215788873,nodes,POINT (78.3322142 17.4872976)
Hafeezpet,,station,,,,,,,,,886161862,nodes,POINT (78.3630141 17.4823997)
Bharath Nagar,,station,,,,,,,,,1437209842,nodes,POINT (78.4301562 17.4626026)
Sanat Nagar,,station,,,,,,,,,5186129525,nodes,POINT (78.4366978 17.4622355)
Fateh Nagar,,station,,,,,,,,,2528193014,nodes,POINT (78.4499241 17.4562011)
Malkajgiri,,station,,,,,,,,,1435327658,nodes,POINT (78.5289727 17.4483438)
Bolarum,,station,,,,,,,,,2921494804,nodes,POINT (78.5154568 17.5330679)
Charlapalli,,station,,,,,,,,,1974699686,nodes,POINT (78.6066056 17.4585975)
Masaipet,,station,,,,,,,,,2962279427,nodes,POINT (78.466875 17.880153)
Nature Cure Hospital,,station,,,,,,,,,343319245,nodes,POINT (78.4521487 17.4456571)
Koregaon,,station,,,,,,,,,6163685947,nodes,POINT (74.1490683 17.6919946)
Satara,,station,,,,,,,सातारा,,654165958,nodes,POINT (74.0631835 17.6883359)
Palsi,,station,,,,,,,,,775174481,nodes,POINT (74.1114504 17.8120622)
Jarandeswar,,station,,,,,,,,,6163684696,nodes,POINT (74.0771042 17.7505703)
Surawadi,,station,,,,,,,,,6162865340,nodes,POINT (74.3349458 18.0200616)
Ghatkesar,,station,,,,,,,,,1974699692,nodes,POINT (78.6782985 17.4528558)
Dharuadihi,,station,,,,,,,,,6210753024,nodes,POINT (84.2233264 21.9947446)
Sasaram Junction,,station,,,,,Sasaram,,,,7572390844,nodes,POINT (84.0189153 24.9565107)
Kudachi,,station,,,,,,,,,1516238750,nodes,POINT (74.858412 16.6242898)
Ugar Khurd,,station,,,,,,,,,1516238751,nodes,POINT (74.8210318 16.6701203)
Rukadi,,station,,,,,,,,,6164523219,nodes,POINT (74.3585898 16.7254247)
Hatkanangale,,station,,,,,,,,,6594375584,nodes,POINT (74.4211932 16.7477491)
Barang Junction,,station,,,,,,,,,1051626628,nodes,POINT (85.8320554 20.404384)
Jayasingpur,,station,,,,,,,,,1405229913,nodes,POINT (74.5509846 16.7907328)
Miraj Junction,,station,,,,,,,,,654162249,nodes,POINT (74.6397627 16.8186596)
Nandre,,station,,,,,,,,,6164314706,nodes,POINT (74.5585564 16.9634543)
Begunia,,station,,,,,,,,,5851790521,nodes,POINT (85.4319267 20.1871614)
Lingampalli,,station,,,,,,,,,1936294138,nodes,POINT (78.3177732 17.4831225)
Talcher Road Junction,,station,,,,,,,,,1056746594,nodes,POINT (85.2083046 20.8867714)
Talcher,,station,,,,,,,,,1056563536,nodes,POINT (85.2005822 20.9322302)
Kasarwadi,,station,,,,,,,,,691259390,nodes,POINT (73.8208678 18.6080927)
Chalthan,,station,,,,,,,,,6177088580,nodes,POINT (72.9563212 21.157369)
Adarki,,station,,,,,,,,,6163560603,nodes,POINT (74.1927629 17.9222092)
Kiratgarh,,station,,,,,,,,,3404226430,nodes,POINT (77.7729751 22.5381324)
Nauganwan,,station,,,,,,,,,919494786,nodes,POINT (75.1570636 23.249094)
Bamnia,,station,,,,,,,,,5455871147,nodes,POINT (74.7585421 23.0949783)
Panch Piplia,,station,,,,,,,,,6179317072,nodes,POINT (74.6667391 23.0326826)
Luni Richha,,station,,,,,,,,,6680787922,nodes,POINT (75.5142508 23.6611605)
Pingleswar,,station,,,,,,,,,6698867933,nodes,POINT (75.8608179 23.2113397)
Malsar,,station,,,,,,,,,1538850296,nodes,POINT (73.3154391 21.8898588)
Palsora Makrawan,,station,,,,,,,,,6179509972,nodes,POINT (75.5313599 23.2602676)
Aslaoda,,station,,,,,,,,,6179509971,nodes,POINT (75.6079531 23.2309256)
Chintaman Ganesh,,station,,,,,,,,,6179509946,nodes,POINT (75.740831 23.1460698)
Ujjain Junction,,station,,,,,,,,,664194936,nodes,POINT (75.781954 23.1795347)
Naikheri,,station,,,,,,,,,6179509969,nodes,POINT (75.6827331 23.2007044)
Kosamba Junction,,station,,,,,,,,,5746301821,nodes,POINT (72.9549409 21.4647981)
Ashtegaon,,station,,,,,,,,,6634234346,nodes,POINT (77.9346885 21.297381)
Barayla Chaurasi,,station,,,,,,,,,6524367590,nodes,POINT (75.0927623 23.5551773)
Raoti,,station,,,,,,,,,6179371623,nodes,POINT (74.8795092 23.183751)
Mahidpur Road,,station,,,,,,,,,6680774067,nodes,POINT (75.5005733 23.567646)
Chavaj,,station,,,,,,,,,5577895690,nodes,POINT (73.0090336 21.7505992)
Runkhera,,station,,,,,,,,,6179509983,nodes,POINT (75.1892978 23.4143977)
Ratlam New,,station,,,,,,,,,747164437,nodes,POINT (75.0513306 23.3394086)
Bharuch Junction,,station,,,,,,,भरूच,,921345690,nodes,POINT (72.9992471 21.7035151)
Morwani,,station,,,,,,,,,6179371621,nodes,POINT (74.9781758 23.2760326)
Dr. Radhakrishna Nagar,,station,,,,,,,,,6179371620,nodes,POINT (75.0064569 23.3098922)
Bildi,,station,,,,,,,,,6179371622,nodes,POINT (74.9182418 23.2251382)
Rohal Khurd,,station,,,,,,,,,6680751483,nodes,POINT (75.4855616 23.5113482)
Ratlam Junction,,station,,,,,,,,,747164567,nodes,POINT (75.0509934 23.340708)
Namli,,station,,,,,,,,,1422067704,nodes,POINT (75.0669853 23.4555165)
Miyagam Karjan Junction (NG),,station,,,,,,,,,6672476723,nodes,POINT (73.1207288 22.051535)
Kachnara,,station,,,,,,,,,6524243522,nodes,POINT (75.1024415 23.8399434)
Rentiya,,station,,,,,,,,,6178341291,nodes,POINT (74.2106241 22.8631017)
Usra,,station,,,,,,,,,6178341311,nodes,POINT (74.1035074 22.8489739)
Mangal Mahudi,,station,,,,,,,,,6178341317,nodes,POINT (74.0578804 22.8384958)
Jekot,,station,,,,,,,,,6178341292,nodes,POINT (74.1596514 22.8658944)
Vikram Nagar,,station,,,,,,,,,1905937290,nodes,POINT (75.8179959 23.161783)
Mundalaram,,station,,,,,,,,,6524346844,nodes,POINT (75.1105501 23.6986145)
Barnagar,,station,,,,,,,,,1845300750,nodes,POINT (75.3768974 23.0603045)
Runija,,station,,,,,,,,,6155544109,nodes,POINT (75.2711142 23.1663555)
Anas,,station,,,,,,,,,5455871250,nodes,POINT (74.4215401 22.8656242)
Bordi,,station,,,,,,,,,5455871251,nodes,POINT (74.348098 22.8668351)
Dhamarda,,station,,,,,,,,,6178341290,nodes,POINT (74.303863 22.8538185)
Chhota Udepur,Chhota Udaipur,station,152,,,,,,छोटा उदेपुर,,1357056830,nodes,POINT (74.0141067 22.3148736)
Fatehabad Chandrawatiganj Junction,,station,,,,,,,,,919494613,nodes,POINT (75.6735156 23.0110743)
Dungarpur,,station,,,,,,,,,2189469712,nodes,POINT (73.696834 23.865892)
Shri Bhavnath,,station,,,,,,,,,566252897,nodes,POINT (73.5853022 23.8143897)
Shalashah Thana,,station,,,,,,,,,6564461859,nodes,POINT (73.6522391 23.8363488)
Bechhiwara,,station,,,,,,,,,566248643,nodes,POINT (73.5351876 23.7878716)
Vikramgarh Alot,,station,,,,,,,,,6680781553,nodes,POINT (75.5385285 23.7647133)
Thuria,,station,,,,,,,,,6680781554,nodes,POINT (75.5548239 23.8355835)
Matana Buzurg,,station,,,,,,,,,6699076668,nodes,POINT (75.8657822 23.1137463)
Tham,,station,,,,,,,,,6690374606,nodes,POINT (72.9414729 21.7397242)
Nagda Junction,,station,,,,,,,,,316776710,nodes,POINT (75.4126009 23.4564016)
Barlai,,station,,,,,,,,,6699126850,nodes,POINT (75.9621005 22.8940168)
Dhodhar,,station,,,,,,,,,6524300906,nodes,POINT (75.1035962 23.7709692)
Unhel,,station,,,,,,,,,6179509973,nodes,POINT (75.4751033 23.3146414)
Rajpipla,,station,41,,,,,,राजपीपला,,2867177822,nodes,POINT (73.5039695 21.878069)
Kayavarohan,,station,,,,,,,,,6694044337,nodes,POINT (73.2496764 22.0778966)
Asirgarh Road,,station,,,,,,,,,6173659766,nodes,POINT (76.2674814 21.3780681)
Chandni,,station,,,,,,,,,6173659765,nodes,POINT (76.3486612 21.4260254)
Baripur Mandala,,station,,,,,,,,,6694105371,nodes,POINT (73.3183471 22.095187)
Vadodara Junction,,station,,,,,,,,,2669085037,nodes,POINT (73.1808008 22.3110728)
Vishwamitri Junction,,station,,,,,,,,,318132819,nodes,POINT (73.1789829 22.2846096)
Vishvamitri Jn. (NG),,station,,,,,,,,,1065383952,nodes,POINT (73.1794959 22.2840125)
Pilol,,station,,,,,,,,,319330553,nodes,POINT (73.2098796 22.4151532)
Lehgaon,,station,,,,,,,,,6633066415,nodes,POINT (77.3294215 20.982595)
Kathana,,station,,,,,,,,,6747112569,nodes,POINT (72.8074125 22.2994431)
Varnama,,station,,,,,,,,,5590108917,nodes,POINT (73.1711506 22.1878696)
Kolde,,station,,,,,,,,,6177088496,nodes,POINT (73.867988 21.1613562)
Chinchpada,,station,,,,,,,,,5055628531,nodes,POINT (73.9202535 21.1910192)
Khandbara,,station,,,,,,,,,3195291021,nodes,POINT (74.0450599 21.3047756)
Khatgaon,,station,,,,,,,,,6177088495,nodes,POINT (73.9842081 21.252732)
Champaner Road,,station,,,,,,,,,5454078802,nodes,POINT (73.3931067 22.5416536)
Kevedi,,station,,,,,,,,,6689929511,nodes,POINT (73.4561587 21.4911577)
Gautampura Road,,station,,,,,,,,,6155544116,nodes,POINT (75.5287674 23.0267776)
Timbarva,,station,,,,,,,,,6177088577,nodes,POINT (73.167572 21.1518908)
Utran,,station,,,,,,,,,5341283853,nodes,POINT (72.8551871 21.2335705)
Modasa,,station,,,,,,,,,5127674096,nodes,POINT (73.3054469 23.4526254)
Niyol,,station,,,,,,,,,6177088581,nodes,POINT (72.9031608 21.1602786)
Amravati,,station,,,,,,,,,4758155108,nodes,POINT (77.7580715 20.9307137)
Gothangam,,station,,,,,,,,,5571100123,nodes,POINT (72.8790724 21.2908388)
Sayan,,station,,,,,,,,,5571100124,nodes,POINT (72.8900005 21.3174619)
Itola,,station,,,,,,,,,5590108856,nodes,POINT (73.1569529 22.1503818)
Kashipura Sarar,,station,,,,,,,,,5590108855,nodes,POINT (73.1446581 22.1161594)
Navsari,,station,,,,,,,,,1149274540,nodes,POINT (72.9130969 20.9481307)
Hansapore,,station,,,,,,,,,6666205414,nodes,POINT (72.926426 20.9055559)
Vedchha,,station,,,,,,,,,5568408601,nodes,POINT (72.9360427 20.8746931)
Chandur Bazar,,station,,,,,,,,,1168841123,nodes,POINT (77.7420844 21.2196804)
Kolvihir,,station,,,,,,,,,6634273922,nodes,POINT (77.8363158 21.2555112)
Wadoda,,station,,,,,,,,,2138009531,nodes,POINT (76.2798519 20.8883948)
Biswa Bridge,,station,,,,,,,,,2138009505,nodes,POINT (76.3389785 20.8853576)
Mohadi Pragane Laling,,station,,,,,,,,,1224895637,nodes,POINT (74.7794457 20.8628856)
Chamak,,station,,,,,,,,,6633118452,nodes,POINT (77.4714898 21.2188691)
Maroli,,station,,,,,,,,,5568408830,nodes,POINT (72.8904944 21.0200688)
Achalpur,,station,,,,,,,,,1802916843,nodes,POINT (77.5192051 21.2777391)
Khusta Buxarg,,station,,,,,,,,,6633133094,nodes,POINT (77.4496823 21.1996673)
Pathrot,,station,,,,,,,,,6633136388,nodes,POINT (77.3980124 21.1857408)
Nowbagh,,station,,,,,,,,,6633150184,nodes,POINT (77.4934693 21.2524283)
Anjangaon,,station,,,,,,,,,2061738668,nodes,POINT (77.3187906 21.1632207)
Kapustalni,,station,,,,,,,,,6633078557,nodes,POINT (77.3420829 21.0935679)
Kokalda,,station,,,,,,,,,6633095854,nodes,POINT (77.3354847 21.0354588)
Morshi,,station,,,,,,,,,6634269912,nodes,POINT (77.9962827 21.3265968)
Velachha,,station,,,,,,,,,6689918574,nodes,POINT (73.012366 21.4331608)
Ukai Songhad,,station,,,,,,,,,5737147648,nodes,POINT (73.5570441 21.1488134)
Bhadbhunja,,station,,,,,,,,,6177088518,nodes,POINT (73.664993 21.1627419)
Vyara,,station,,,,,,,,,4864368821,nodes,POINT (73.3857702 21.1176744)
Palia,,station,,,,,,,,,6179509943,nodes,POINT (75.7994854 22.830363)
Samlaya Junction,,station,67,,,,,,समलाया जंक्शन,,1315969746,nodes,POINT (73.3025357 22.484462)
Ten Talav,,station,,,,,,,,,6696490566,nodes,POINT (73.4250457 22.0455379)
Bhatpur,,station,,,,,,,,,5165585882,nodes,POINT (73.6474381 22.1382595)
Banapura,,station,,,,,,,,,3401340641,nodes,POINT (77.4816889 22.470483)
Adas Road,,station,,,,,,,,,318157883,nodes,POINT (73.0338876 22.4869052)
Benoda,,station,,,,,,,,,6634264681,nodes,POINT (78.1804352 21.4499046)
Dakchya,,station,,,,,,,,,6699123335,nodes,POINT (75.9502022 22.8568688)
Umarpada,,station,,,,,,,,,6689946193,nodes,POINT (73.4750771 21.4583979)
Lakkadkot,,station,,,,,,,,,6177088519,nodes,POINT (73.6182421 21.1614312)
Kim,,station,,,,,,,,,5571414263,nodes,POINT (72.92659 21.3996957)
Kalapipal,,station,,,,,,,,,6698862480,nodes,POINT (76.8350124 23.3330597)
Khandwa Junction,,station,,,,,,,,,736392716,nodes,POINT (76.3533719 21.8237552)
Sachin,,station,,,,,,,,,5568408848,nodes,POINT (72.8744643 21.0778781)
Ajanti,,station,,,,,,,,,2062209365,nodes,POINT (76.2861691 21.8948814)
Ranayal Jasmia,,station,,,,,,,,,6699180068,nodes,POINT (76.0724561 23.1615711)
Shajapur,,station,,,,,,,,,2186040707,nodes,POINT (76.2978867 23.4253101)
Sunera Pirkheri,,station,,,,,,,,,6254188168,nodes,POINT (76.3640363 23.4756209)
Kali Sindh,,station,,,,,,,,,6698853375,nodes,POINT (76.4293771 23.344498)
Asarma,,station,,,,,,,,,6689919741,nodes,POINT (73.0643576 21.458933)
Simodara,,station,,,,,,,,,6689925613,nodes,POINT (73.0912591 21.4596673)
Silakheri,,station,,,,,,,,,6699180410,nodes,POINT (76.0582082 23.0959885)
Pir Umrod,,station,,,,,,,,,6698850640,nodes,POINT (76.2302901 23.2563285)
Siroliya,,station,,,,,,,,,2186040710,nodes,POINT (76.2259382 23.3056736)
Mukhtiara Balwada,,station,,,,,,,,,2183354518,nodes,POINT (75.9779783 22.3853551)
Nabipur,,station,,,,,,,,,5577895691,nodes,POINT (73.0306168 21.8077036)
Padaliya Road,,station,175,,,,,,पाडलिया रोड,,6696467313,nodes,POINT (74.0737257 22.3740804)
Begumpet,,station,,,,,,,,,343641073,nodes,POINT (78.4580969 17.4386951)
Ranjanpada,,station,,,,,,,,,7555912829,nodes,POINT (73.0158486 18.9092584)
Nagireddipalli,,station,,,,,,,,,712858959,nodes,POINT (78.9405813 17.4236885)
Yadadri (Raigir),,station,,,,,,,,,1974699690,nodes,POINT (78.9416631 17.5510336)
Lakdi-ka-pul,,station,,,,,,,,,2712437769,nodes,POINT (78.4635019 17.4038328)
Khairadih Halt,,station,,,,,,,,,2161804346,nodes,POINT (84.0560225 25.0362252)
Paraj,,station,,,,,,,,,2431935565,nodes,POINT (87.6272022 23.3875877)
Chitgidda,,station,,,,,,,,,2528111061,nodes,POINT (77.9736974 17.3941794)
Dhansimla,,station,,,,,,,,,8711579297,nodes,POINT (87.465916 23.2673396)
Dignagar,,station,,,,,,,,,8994129651,nodes,POINT (88.4559074 23.3188759)
Bagula,,station,,,,,,,,,4011656286,nodes,POINT (88.6457993 23.3349696)
Chakdaha,,station,,,,,,,,,1765948467,nodes,POINT (88.5298004 23.0787191)
Aranghata,,station,,,,,,,,,1865781851,nodes,POINT (88.6135185 23.2421729)
Naba Raynagar,,station,,,,,,,,,8999700683,nodes,POINT (88.6042928 23.1483208)
Gobardanga Railway Station,,station,,,,,,,,,7594341777,nodes,POINT (88.7609928 22.8795109)
Bankim Nagar,,station,,,,,,,,,5898505563,nodes,POINT (88.5916042 23.2090467)
Mayurhat,,station,,,,,,,,,5863297723,nodes,POINT (88.6608186 23.3627819)
Bhayna,,station,,,,,,,,,8999697095,nodes,POINT (88.6414228 23.3119879)
Gede,,station,,,,,,,,,1731369810,nodes,POINT (88.7869355 23.4909986)
Tarak Nagar,,station,,,,,,,,,5863290001,nodes,POINT (88.6805007 23.3801733)
Shankarpalli,,station,,,,,,,,,2962298388,nodes,POINT (78.1307931 17.4505553)
Cavalry Barracks,,station,,,,,,,,,1435162002,nodes,POINT (78.519068 17.4953503)
Shantipur Junction,,station,,,,,,,,,3202228765,nodes,POINT (88.4359454 23.2629545)
Sonamukhi,,station,,,,,,,,,8711621199,nodes,POINT (87.4148735 23.2936065)
Bauria,,station,,,,,,,,,665115034,nodes,POINT (88.1632882 22.5025222)
Madanpur,,station,,,,,,,,,1765948496,nodes,POINT (88.4898057 23.0054108)
Ranaghat Junction,,station,,,,,,,,,7630434470,nodes,POINT (88.569079 23.1747694)
Krishnanagar City Junction,,station,,,,,,,,,7630434469,nodes,POINT (88.4935346 23.3886668)
Rejinagar,,station,,,,,,,,,5768071685,nodes,POINT (88.2588063 23.8536737)
Sirajnagar Halt,,station,,,,,,,,,5768071687,nodes,POINT (88.2695647 23.8221736)
Brace Bridge,,station,,,,,,,,,2430771841,nodes,POINT (88.3011366 22.5179206)
Ramrajatala,,station,,,,,,,,,664455694,nodes,POINT (88.2966655 22.5886606)
Dhakuria,,station,,,,,,,,,1341614569,nodes,POINT (88.371185 22.5094085)
Kalyani Shilpanchal,,station,,,,,Kalyani,,,,7609207121,nodes,POINT (88.4564102 22.976325)
Betberia Ghola,,station,,,,,,,,,8468061286,nodes,POINT (88.5747278 22.3507555)
Gocharan,,station,,,,,,,,,5768054614,nodes,POINT (88.4587004 22.2783433)
Canning,,station,,,,,,,,,3749219130,nodes,POINT (88.6686942 22.3136166)
Taldi,,station,,,,,,,,,5768054761,nodes,POINT (88.6111557 22.3427949)
Lakshmikantapur,,station,,,,,,,,,5768054574,nodes,POINT (88.3222651 22.1101526)
Joychandi Pahar,,station,,,,,,,,,7660507464,nodes,POINT (86.681166 23.5171901)
Garh Dhrubeswar,,station,,,,,,,,,720609775,nodes,POINT (86.6176658 23.5092945)
Sanka,,station,,,,,,,,,798036059,nodes,POINT (86.6147759 23.5283809)
Jaynagar Majilpur,,station,,,,,Jaynagar Majilpur,,जयनगर मजिलपुर,,5768054586,nodes,POINT (88.4161432 22.1695702)
Madhabpur,,station,,,,,,,,,5768054606,nodes,POINT (88.349087 22.1203302)
Mathurapur Road,,station,,,,,,,,,5768054601,nodes,POINT (88.3910846 22.1407129)
Kalyanpur,,station,,,,,,,,,8999697105,nodes,POINT (88.414597 22.343456)
Dakshin Durgapur,,station,,,,,,,,,8999700636,nodes,POINT (88.406271 22.3258194)
Baruipur Junction,,station,,,,,,,,,2337700691,nodes,POINT (88.4310842 22.3658265)
Hotar,,station,,,,,,,,,8999700624,nodes,POINT (88.3997483 22.3093549)
Netra,,station,,,,,,,,,8999700648,nodes,POINT (88.2544759 22.2084278)
Subhas Gram,,station,,,,,,,,,2339803458,nodes,POINT (88.4342398 22.4120007)
Sonarpur Junction,,station,9,,,,Sonarpur,,,,10146620696,nodes,POINT (88.4304249 22.4430604)
Mallikpur,,station,,,,,,,,,2339804364,nodes,POINT (88.4332009 22.3954563)
Magra Hat,,station,,,,,,,,,5768052728,nodes,POINT (88.3723549 22.240443)
Bahira Kalibari,,station,,,,,,,,,310996044,nodes,POINT (88.5648945 22.6859708)
Park Circus,,station,,,,,,,,,1274128857,nodes,POINT (88.3738598 22.5405657)
Sankrail,,station,,,,,,,,,665115755,nodes,POINT (88.2104459 22.5623444)
Bidhannagar Road,,station,,,,,,,,,2323761292,nodes,POINT (88.3909641 22.5912601)
Naihati Junction,,station,,,,,,,,,310989031,nodes,POINT (88.4176531 22.8870061)
Dum Dum Cantonment,,station,,,,,,,,,1074606326,nodes,POINT (88.4120228 22.6364899)
Palta,,station,,,,,,,,,1616546521,nodes,POINT (88.3702748 22.7826288)
Jagaddal,,station,,,,,,indiarailinfo.com,,,1672312673,nodes,POINT (88.3954065 22.8516789)
Kanchrapara Workshop Gate,,station,,,,,,,,,310989046,nodes,POINT (88.4448113 22.9347119)
Shyamnagar,,station,,,,,,indiarailinfo.com,,,310988205,nodes,POINT (88.3801893 22.8285164)
Baharu,,station,,,,,,,,,2038635588,nodes,POINT (88.4442661 22.2049367)
Dakshin Barasat‎,,station,,,,,,,,,5768054630,nodes,POINT (88.4525143 22.2264401)
Dhamua,,station,,,,,,,,,8999700690,nodes,POINT (88.3921686 22.2903279)
Kalyani Ghoshpara,,station,,,,,,,,,3523780702,nodes,POINT (88.4394197 22.9819264)
Domjur,,station,,,,,,,,,1420381935,nodes,POINT (88.2095491 22.6431635)
Digha,,station,,,,,,,,,3826724096,nodes,POINT (87.5082534 21.623077)
Ramnagar,,station,,,,,,,,,6815897387,nodes,POINT (87.5539271 21.676884)
Nimpura,,station,,,,,,,,,6186459437,nodes,POINT (87.2653753 22.3257081)
Amta,,station,,,,,,,,,1420381463,nodes,POINT (88.0188847 22.5744025)
Kolaghat,,station,,,,,,,,,6790894385,nodes,POINT (87.8818046 22.4337758)
Kolaghat,,station,,,,,,,,,981983511,nodes,POINT (87.8809072 22.4351414)
Deulti,,station,,,,,,,,,6186391857,nodes,POINT (87.9146643 22.4533543)
Rajagoda,,station,,,,,,,,,3347450270,nodes,POINT (87.8664862 22.3240962)
Mahisadal,,station,,,,,,,,,6815520709,nodes,POINT (88.0104147 22.176143)
Jaleswar,,station,,,,,,,,,600393296,nodes,POINT (87.2200637 21.7976371)
Nhava Sheva,,station,,,,,,,,,7555912828,nodes,POINT (72.9877967 18.898061)
Barrackpore,,station,,,,,,,,,7630431371,nodes,POINT (88.3710985 22.7603363)
Kanchrapara,,station,,,,,,,,,5088208928,nodes,POINT (88.4513783 22.9462392)
